Player,Team,Pos,season,target,Age,3PA,3P%,2P%,FT%,PF,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,USG%,DBPM,BPM,VORP,SOS,NRtg,Pace,Offense Four Factors eFG%,Offense Four Factors TOV%,Offense Four Factors ORB%,Offense Four Factors FT/FGA,Defense Four Factors eFG%,Defense Four Factors TOV%,Defense Four Factors DRB%,Defense Four Factors FT/FGA,potw_count,potm_count
Brook Lopez,NJN,C,2012,0,23.0,0.0,0.0,0.494,0.625,1.6,19.2,0.527,0.0,0.416,7.7,10.2,0.4,2.3,32.7,-2.8,0.6,0.1,-0.39,-6.7,90.1,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,0,0
Byron Mullens,CHA,C,2012,0,22.0,0.8,0.235,0.443,0.821,2.1,9.3,0.473,0.086,0.19,12.8,7.5,0.8,2.6,22.5,-2.1,-4.6,-1.0,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
C.J. Miles,UTA,SG,2012,0,24.0,2.7,0.307,0.416,0.794,2.2,9.1,0.484,0.323,0.292,5.8,9.6,2.1,1.3,22.7,-0.4,-1.8,0.0,0.3,0.7,91.4,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,0,0
C.J. Watson,CHI,PG,2012,0,27.0,3.5,0.393,0.352,0.808,2.1,9.7,0.491,0.396,0.238,5.1,27.2,2.1,0.5,22.8,0.2,-0.3,0.5,-0.76,9.1,89.1,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,0,0
Carl Landry,NOH,PF,2012,0,28.0,0.1,0.0,0.507,0.799,2.2,12.5,0.577,0.008,0.508,12.8,7.1,0.7,1.0,24.0,-1.5,-0.2,0.4,0.65,-4.2,88.3,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,0,0
Carldell Johnson,NOH,PG,2012,0,29.0,1.0,0.267,0.35,0.333,0.7,1.8,0.372,0.429,0.086,4.5,29.4,3.7,0.0,17.2,1.7,-1.5,0.0,0.65,-4.2,88.3,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,0,0
Carlos Boozer,CHI,PF,2012,0,30.0,0.0,0.0,0.533,0.693,2.5,15.0,0.549,0.001,0.163,16.1,11.8,1.7,0.9,23.8,1.6,2.7,2.3,-0.76,9.1,89.1,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,0,0
Carlos Delfino,MIL,SF,2012,0,29.0,4.4,0.36,0.449,0.792,1.8,9.0,0.515,0.528,0.106,7.5,11.9,2.6,0.5,15.5,1.1,-0.1,0.8,-0.5,0.3,93.7,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,0,0
Carmelo Anthony,NYK,SF,2012,3,27.0,3.7,0.335,0.454,0.804,2.8,22.6,0.525,0.198,0.358,10.6,21.0,1.7,1.0,31.8,-0.2,3.6,2.7,-0.81,3.4,93.2,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224,1,0
Caron Butler,LAC,SF,2012,0,31.0,4.1,0.358,0.435,0.813,2.0,12.0,0.501,0.365,0.152,7.3,6.8,1.5,0.4,20.4,-1.2,-2.0,0.0,0.26,2.8,89.2,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,0,0
Cartier Martin,WAS,SF,2012,0,27.0,4.4,0.387,0.508,0.579,2.1,9.3,0.555,0.56,0.142,8.4,4.2,1.5,0.4,17.8,-1.0,-1.1,0.1,-0.34,-5.2,92.5,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229,0,0
Chandler Parsons,HOU,SF,2012,5,23.0,2.8,0.337,0.507,0.551,2.3,9.5,0.513,0.324,0.142,9.6,11.7,2.1,1.2,16.7,0.7,0.8,1.3,0.35,0.3,91.7,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,0,0
Channing Frye,PHO,PF,2012,0,28.0,4.1,0.346,0.469,0.89,2.8,10.5,0.519,0.429,0.134,12.8,8.3,1.3,3.0,19.3,0.7,0.9,1.2,0.53,-0.3,92.6,0.499,13.3,25.8,0.194,0.491,13.1,71.7,0.2,0,0
Charles Jenkins,GSW,PG,2012,0,22.0,0.4,0.15,0.469,0.872,1.7,5.8,0.482,0.069,0.134,4.3,29.9,1.9,0.5,19.0,-1.5,-4.2,-0.5,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
Charlie Villanueva,DET,PF,2012,0,27.0,3.5,0.333,0.435,0.857,1.9,7.0,0.484,0.495,0.077,15.9,6.4,2.1,2.2,26.0,-0.5,-0.7,0.1,-0.4,-5.3,89.2,0.468,15.0,28.1,0.21,0.5,14.2,72.8,0.226,0,0
Chase Budinger,HOU,SF,2012,0,23.0,3.8,0.402,0.476,0.771,1.1,9.6,0.556,0.465,0.149,9.7,9.3,1.2,0.4,19.5,-0.6,1.2,1.0,0.35,0.3,91.7,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,0,0
Chauncey Billups,LAC,SG,2012,0,35.0,6.3,0.384,0.34,0.895,2.0,15.0,0.554,0.548,0.417,4.9,21.0,0.8,0.4,23.4,-2.0,0.9,0.4,0.26,2.8,89.2,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,0,0
Chris Andersen,DEN,C,2012,0,33.0,0.0,0.0,0.546,0.61,1.6,5.3,0.583,0.0,0.759,17.8,1.8,2.0,7.4,14.8,1.8,2.3,0.5,0.29,3.0,94.2,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,0,0
Chris Bosh,MIA,PF,2012,0,27.0,0.6,0.286,0.496,0.821,2.2,18.0,0.551,0.043,0.346,13.5,9.1,1.3,1.8,24.2,-0.2,0.8,1.4,-0.27,6.4,91.2,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,0,0
Chris Duhon,ORL,PG,2012,0,29.0,1.9,0.42,0.417,0.81,1.1,3.8,0.558,0.586,0.103,4.8,19.1,1.5,0.6,11.2,0.6,-1.8,0.1,-0.33,0.9,89.0,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,0,0
Chris Johnson,2TM,C,2012,0,26.0,0.0,0.0,0.488,0.789,1.2,2.0,0.524,0.2035,0.2685,13.5,1.8,1.9,4.0,17.1,0.6,-5.2,-0.1,0.53,-2.45,89.75,0.482,14.3,26.9,0.208,0.4945,13.8,72.94999999999999,0.2085,0,0
Chris Kaman,NOH,C,2012,0,29.0,0.0,0.0,0.446,0.785,2.3,13.1,0.478,0.0,0.179,15.8,14.0,1.0,4.7,26.6,0.5,-1.3,0.2,0.65,-4.2,88.3,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,0,0
Chris Paul,LAC,PG,2012,1,26.0,3.6,0.371,0.511,0.861,2.3,19.8,0.581,0.239,0.339,5.8,43.8,3.8,0.2,24.3,2.4,9.2,6.1,0.26,2.8,89.2,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,0,0
Chris Singleton,WAS,SF,2012,0,22.0,1.9,0.346,0.389,0.682,2.7,4.6,0.462,0.407,0.141,9.2,5.0,2.5,1.6,11.5,1.2,-2.2,-0.1,-0.34,-5.2,92.5,0.472,14.2,27.3,0.184,0.492,14.2,70.9,0.229,0,0
Chris Wilcox,BOS,C,2012,0,29.0,0.0,0.0,0.598,0.615,2.3,5.4,0.612,0.0,0.364,14.9,4.1,1.2,1.4,15.4,0.6,-2.1,0.0,-0.26,2.8,90.4,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,0,0
Chris Wright,GSW,SF,2012,0,23.0,0.0,0.0,0.511,0.774,0.9,2.9,0.597,0.0,0.689,13.7,3.3,2.0,5.4,16.5,0.1,0.0,0.1,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
Christian Eyenga,2TM,SF,2012,0,22.0,0.4,0.333,0.227,0.5,1.0,2.4,0.5195000000000001,0.2234999999999999,0.303,7.8,7.5,1.5,3.7,14.0,-0.4,-5.6,-0.1,0.2,-3.1,90.9,0.477,14.25,29.0,0.223,0.492,11.9,73.5,0.18,0,0
Chuck Hayes,SAC,C,2012,0,28.0,0.0,0.0,0.435,0.667,2.1,3.2,0.459,0.012,0.229,12.4,10.4,1.8,1.2,9.9,0.2,-3.0,-0.3,0.73,-6.0,94.7,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,0,0
Cole Aldrich,OKC,C,2012,0,23.0,0.0,0.0,0.524,0.929,0.8,2.2,0.592,0.0,0.333,15.8,2.7,2.4,6.7,14.9,2.2,1.0,0.1,0.32,6.6,93.0,0.516,15.3,27.8,0.269,0.465,13.0,72.1,0.207,0,0
Corey Brewer,DEN,SF,2012,0,25.0,2.2,0.26,0.5,0.692,1.9,8.9,0.505,0.274,0.281,6.8,10.6,2.9,1.0,20.0,0.7,-0.1,0.6,0.29,3.0,94.2,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,0,0
Corey Maggette,CHA,SF,2012,0,32.0,2.1,0.364,0.375,0.856,2.6,15.0,0.517,0.177,0.558,8.1,8.3,1.4,0.1,27.4,-2.6,-3.9,-0.4,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
Cory Higgins,CHA,PG,2012,0,22.0,0.5,0.2,0.343,0.7,1.1,3.9,0.402,0.125,0.375,4.7,15.0,0.6,1.1,24.6,-3.8,-10.4,-0.9,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
Cory Joseph,SAS,PG,2012,0,20.0,0.5,0.2,0.345,0.647,0.6,2.0,0.374,0.214,0.243,5.4,17.4,1.4,0.8,15.4,-0.6,-5.0,-0.2,0.11,7.7,92.9,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,0,0
Courtney Fortson,2TM,PG,2012,0,23.0,1.3,0.231,0.421,0.667,0.5,3.5,0.531,0.2545,0.261,9.3,16.1,1.7,0.0,23.4,-1.3,-4.3,-0.1,0.305,1.5499999999999998,90.45,0.497,13.1,28.5,0.1895,0.491,14.0,73.30000000000001,0.2274999999999999,0,0
Courtney Lee,HOU,SG,2012,0,26.0,3.7,0.401,0.452,0.826,1.8,11.4,0.534,0.374,0.148,5.2,7.9,2.0,0.9,17.6,0.3,0.0,0.9,0.35,0.3,91.7,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,0,0
Craig Brackins,PHI,PF,2012,0,24.0,0.6,0.333,0.25,0.5,0.4,1.6,0.325,0.273,0.061,9.5,13.5,0.0,0.9,20.2,-2.7,-9.0,-0.2,-0.65,4.7,89.7,0.48,10.9,24.4,0.161,0.46,13.5,75.2,0.192,0,0
Craig Smith,POR,PF,2012,0,28.0,0.0,0.0,0.509,0.717,1.2,3.3,0.556,0.009,0.453,13.8,6.6,1.8,0.8,16.2,0.3,-1.5,0.1,0.41,-0.7,91.2,0.488,13.4,26.3,0.209,0.504,14.1,72.8,0.199,0,0
D.J. Augustin,CHA,PG,2012,0,24.0,3.7,0.341,0.396,0.875,1.4,11.1,0.493,0.368,0.246,4.4,38.9,1.3,0.1,21.3,-3.2,-2.5,-0.2,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
D.J. Kennedy,CLE,SF,2012,0,22.0,2.0,0.5,0.375,0.0,3.5,6.0,0.466,0.333,0.167,6.7,8.2,1.8,0.0,12.1,-0.7,-6.7,-0.1,-0.14,-7.8,91.3,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202,0,0
D.J. White,CHA,PF,2012,0,25.0,0.0,1.0,0.491,0.705,1.6,6.8,0.516,0.003,0.173,10.9,8.1,0.8,1.6,17.8,-1.5,-3.8,-0.5,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
DaJuan Summers,NOH,SF,2012,0,24.0,1.1,0.313,0.469,0.778,2.1,4.5,0.493,0.246,0.138,6.6,8.1,1.8,0.0,17.4,-0.2,-3.2,-0.1,0.65,-4.2,88.3,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,0,0
Daequan Cook,OKC,SG,2012,0,24.0,4.0,0.346,0.441,0.636,1.2,5.5,0.509,0.77,0.074,7.0,2.3,1.1,0.8,14.7,-0.7,-1.3,0.2,0.32,6.6,93.0,0.516,15.3,27.8,0.269,0.465,13.0,72.1,0.207,0,0
Dahntay Jones,IND,SF,2012,0,31.0,1.2,0.429,0.402,0.838,1.8,5.3,0.533,0.274,0.352,6.3,9.6,1.2,0.8,16.0,-0.1,-1.9,0.0,-0.71,3.6,90.7,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,0,0
Damien Wilkins,DET,SF,2012,0,32.0,0.4,0.304,0.406,0.63,1.4,3.2,0.445,0.119,0.28,6.5,7.5,1.7,1.1,12.4,0.2,-4.0,-0.5,-0.4,-5.3,89.2,0.468,15.0,28.1,0.21,0.5,14.2,72.8,0.226,0,0
Damion James,NJN,SF,2012,0,24.0,0.1,0.0,0.382,0.667,2.4,4.9,0.422,0.029,0.343,11.3,2.8,2.2,3.2,14.1,0.2,-6.0,-0.2,-0.39,-6.7,90.1,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,0,0
Dan Gadzuric,NYK,C,2012,0,33.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,22.2,0.0,4.0,6.1,13.4,0.3,-15.7,0.0,-0.81,3.4,93.2,0.492,14.9,26.6,0.227,0.485,15.9,73.7,0.224,0,0
Daniel Gibson,CLE,SG,2012,0,25.0,4.0,0.396,0.294,0.791,2.0,7.5,0.493,0.56,0.173,6.3,13.5,1.5,1.3,15.3,-0.4,-2.2,-0.1,-0.14,-7.8,91.3,0.463,14.3,28.9,0.22,0.508,13.1,72.2,0.202,0,0
Daniel Orton,ORL,PF,2012,0,21.0,0.1,0.0,0.586,0.44,1.9,2.8,0.549,0.033,0.833,12.0,4.3,2.3,3.8,12.0,0.6,-3.0,0.0,-0.33,0.9,89.0,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,0,0
Danilo Gallinari,DEN,SF,2012,0,23.0,4.3,0.328,0.47,0.871,2.0,14.6,0.563,0.393,0.448,8.7,13.0,1.6,1.3,20.7,-0.1,1.8,1.3,0.29,3.0,94.2,0.516,14.1,27.7,0.239,0.508,14.3,74.3,0.185,0,0
Danny Granger,IND,SF,2012,0,28.0,5.2,0.381,0.434,0.873,2.3,18.7,0.542,0.343,0.309,8.4,9.7,1.6,1.5,25.9,-0.6,2.9,2.5,-0.71,3.6,90.7,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,0,0
Danny Green,SAS,SG,2012,0,24.0,3.5,0.436,0.449,0.79,1.6,9.1,0.579,0.491,0.21,8.6,8.3,2.0,2.2,17.6,1.2,3.0,1.9,0.11,7.7,92.9,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,0,0
Dante Cunningham,MEM,PF,2012,0,24.0,0.0,0.0,0.52,0.652,1.5,5.2,0.538,0.007,0.247,12.8,5.2,2.0,2.5,13.6,1.0,0.8,0.8,0.42,2.2,90.8,0.473,13.6,29.8,0.211,0.485,16.3,72.7,0.227,0,0
Darington Hobson,MIL,SG,2012,0,24.0,1.2,0.0,0.286,0.0,0.2,0.8,0.154,0.462,0.0,4.2,20.9,0.0,0.0,16.9,-4.5,-13.0,-0.1,-0.5,0.3,93.7,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,0,0
Darius Morris,LAL,PG,2012,0,21.0,0.5,0.444,0.424,0.667,0.8,2.4,0.5,0.214,0.214,5.3,19.1,0.6,0.0,17.6,-2.0,-7.8,-0.2,0.54,1.6,90.5,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158,0,0
Darko Miličić,MIN,C,2012,0,26.0,0.0,0.0,0.454,0.432,2.0,4.6,0.458,0.0,0.285,11.4,5.9,1.0,3.8,16.8,0.9,-3.5,-0.2,0.37,-2.3,93.3,0.477,14.0,27.5,0.236,0.491,12.2,73.0,0.187,0,0
Darren Collison,IND,PG,2012,0,24.0,1.6,0.362,0.457,0.83,1.7,10.4,0.526,0.18,0.293,5.6,24.9,1.4,0.6,17.0,-0.5,-0.2,0.9,-0.71,3.6,90.7,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,0,0
Darryl Watkins,NOH,C,2012,0,27.0,0.0,0.0,0.5,0.5,2.8,4.6,0.525,0.0,1.286,16.4,4.7,2.8,3.4,14.4,1.1,-3.9,0.0,0.65,-4.2,88.3,0.476,15.2,27.5,0.207,0.485,13.5,73.1,0.218,0,0
David Lee,GSW,PF,2012,0,28.0,0.1,0.0,0.506,0.782,3.1,20.1,0.549,0.005,0.304,14.6,13.6,1.3,0.8,26.0,-1.6,-0.3,0.9,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
David West,IND,PF,2012,0,31.0,0.1,0.222,0.491,0.807,2.4,12.8,0.531,0.013,0.246,12.6,13.1,1.4,1.9,20.9,0.4,1.8,1.8,-0.71,3.6,90.7,0.474,13.1,29.2,0.251,0.476,14.1,72.3,0.222,0,0
DeAndre Jordan,LAC,C,2012,0,23.0,0.0,0.0,0.634,0.525,2.9,7.4,0.626,0.003,0.433,18.1,1.5,0.9,6.2,11.9,0.4,0.1,0.9,0.26,2.8,89.2,0.502,12.7,29.5,0.195,0.492,14.2,73.2,0.245,0,0
DeAndre Liggins,ORL,SF,2012,0,23.0,0.2,0.0,0.571,0.474,0.4,1.9,0.495,0.16,0.76,7.5,7.1,2.8,0.0,17.7,-0.3,-4.5,-0.1,-0.33,0.9,89.0,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,0,0
DeJuan Blair,SAS,PF,2012,0,22.0,0.0,0.0,0.535,0.613,2.6,9.5,0.549,0.002,0.236,14.8,9.2,2.2,0.6,21.7,0.0,-0.3,0.6,0.11,7.7,92.9,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,0,0
DeMar DeRozan,TOR,SG,2012,0,22.0,1.5,0.261,0.44,0.81,2.6,16.7,0.503,0.102,0.367,5.6,10.8,1.2,0.6,25.0,-1.3,-2.7,-0.4,-0.36,-3.7,89.3,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26,0,0
DeMarcus Cousins,SAC,C,2012,0,21.0,0.2,0.143,0.453,0.702,4.0,18.1,0.499,0.014,0.373,19.8,9.5,2.4,2.8,29.7,-1.3,-0.8,0.6,0.73,-6.0,94.7,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,0,0
DeMarre Carroll,2TM,PF,2012,0,25.0,0.8,0.368,0.419,0.875,1.5,4.5,0.5405,0.198,0.314,8.8,8.1,1.8,0.2,15.9,-0.6,-1.9,0.0,0.295,1.85,92.8,0.4985,13.55,28.95,0.2329999999999999,0.5005,14.05,74.05,0.215,0,0
DeSagana Diop,CHA,C,2012,0,30.0,0.0,0.0,0.357,0.167,1.3,1.1,0.347,0.0,0.143,15.0,11.0,1.0,3.0,9.0,-0.2,-5.9,-0.3,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
DeShawn Stevenson,NJN,SF,2012,0,30.0,2.8,0.283,0.296,0.563,1.2,2.9,0.413,0.843,0.093,6.1,6.5,1.1,0.3,9.4,-0.6,-4.4,-0.6,-0.39,-6.7,90.1,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,0,0
Delonte West,DAL,PG,2012,0,28.0,1.7,0.355,0.489,0.886,1.5,9.6,0.539,0.211,0.194,5.4,22.2,2.9,0.8,20.4,1.6,1.0,0.8,0.83,1.0,91.4,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,0,0
Dennis Horner,NJN,PF,2012,0,23.0,0.1,0.0,0.333,0.75,0.1,0.6,0.434,0.25,1.0,13.2,0.0,0.0,0.0,14.1,-4.7,-8.1,0.0,-0.39,-6.7,90.1,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,0,0
Derek Fisher,2TM,PG,2012,0,37.0,1.7,0.321,0.393,0.851,1.9,5.6,0.5505,0.2304999999999999,0.3165,4.5,16.7,1.8,0.2,13.6,0.4,-3.3,-0.5,0.43,4.1,91.75,0.5035000000000001,14.75,28.450000000000003,0.2475,0.4705,11.85,73.44999999999999,0.1825,0,0
Deron Williams,NJN,PG,2012,0,27.0,6.2,0.336,0.446,0.843,2.2,21.0,0.527,0.356,0.317,5.3,46.6,1.8,0.8,30.1,-1.9,2.3,2.2,-0.39,-6.7,90.1,0.473,14.3,27.8,0.209,0.513,13.7,70.7,0.209,0,0
Derrick Brown,CHA,SF,2012,0,24.0,0.4,0.25,0.535,0.667,1.5,8.1,0.556,0.059,0.345,9.4,8.5,1.8,0.6,16.8,-1.2,-1.5,0.2,-0.05,-15.2,91.1,0.439,13.9,23.6,0.206,0.512,12.8,70.9,0.206,0,0
Derrick Byars,SAS,PF,2012,0,27.0,3.0,0.0,0.6,1.0,1.0,5.0,0.392,0.545,0.364,17.1,3.7,2.8,0.0,15.7,-2.5,-4.7,0.0,0.11,7.7,92.9,0.528,12.8,25.1,0.195,0.489,12.9,76.0,0.168,0,0
Derrick Favors,UTA,PF,2012,0,20.0,0.0,0.0,0.499,0.649,2.2,8.8,0.537,0.0,0.436,17.7,5.0,1.4,3.8,20.7,-0.5,-1.1,0.3,0.3,0.7,91.4,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,0,0
Derrick Rose,CHI,PG,2012,0,23.0,4.4,0.312,0.475,0.812,1.3,21.8,0.532,0.249,0.344,5.3,40.3,1.4,1.4,30.5,0.3,6.4,2.9,-0.76,9.1,89.1,0.49,13.2,32.6,0.184,0.45,12.8,74.3,0.175,0,0
Derrick Williams,MIN,PF,2012,5,20.0,2.1,0.268,0.467,0.697,1.4,8.8,0.499,0.277,0.392,12.2,4.5,1.1,1.6,20.7,-0.7,-2.1,0.0,0.37,-2.3,93.3,0.477,14.0,27.5,0.236,0.491,12.2,73.0,0.187,0,0
Devin Ebanks,LAL,SG,2012,0,22.0,0.4,0.0,0.463,0.657,1.1,4.0,0.465,0.101,0.393,7.6,4.6,1.5,1.1,14.2,-0.5,-4.2,-0.2,0.54,1.6,90.5,0.491,14.2,29.1,0.226,0.476,10.7,74.8,0.158,0,0
Devin Harris,UTA,PG,2012,0,28.0,3.4,0.362,0.498,0.746,2.2,11.3,0.564,0.393,0.386,3.7,28.3,1.9,0.6,19.5,-0.8,0.8,1.2,0.3,0.7,91.4,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,0,0
Dexter Pittman,MIA,C,2012,0,23.0,0.0,0.0,0.468,0.643,2.1,3.0,0.498,0.0,0.298,14.1,4.9,1.4,2.2,19.0,-0.1,-6.0,-0.3,-0.27,6.4,91.2,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,0,0
Dirk Nowitzki,DAL,PF,2012,3,33.0,3.4,0.368,0.481,0.896,2.1,21.6,0.564,0.205,0.343,11.3,12.6,1.1,1.2,29.2,0.1,3.7,3.0,0.83,1.0,91.4,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,0,0
Dominic McGuire,GSW,PF,2012,0,26.0,0.1,0.0,0.456,0.736,1.6,3.5,0.486,0.019,0.252,12.4,14.0,2.0,2.5,11.8,1.0,-0.8,0.3,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
Dominique Jones,DAL,SG,2012,0,23.0,0.2,0.125,0.431,0.784,0.8,2.7,0.493,0.11,0.507,9.2,24.6,2.0,1.5,20.3,1.2,-1.9,0.0,0.83,1.0,91.4,0.489,13.4,23.4,0.19,0.479,13.9,74.8,0.203,0,0
Donald Sloan,3TM,PG,2012,0,24.0,0.8,0.08,0.445,0.767,1.1,5.5,0.519,0.213,0.28,5.7,26.5,1.0,0.3,17.6,-2.1,-5.3,-0.6,-0.0866666666666666,-2.766666666666667,89.93333333333334,0.4796666666666667,14.300000000000002,26.766666666666666,0.2063333333333333,0.4909999999999999,13.666666666666666,73.23333333333333,0.202,0,0
Donté Greene,SAC,PF,2012,0,23.0,2.0,0.238,0.516,0.8,1.3,5.4,0.491,0.395,0.207,9.4,6.8,1.2,2.7,18.0,-0.8,-2.4,-0.1,0.73,-6.0,94.7,0.472,13.0,29.1,0.197,0.515,13.9,70.5,0.199,0,0
Dorell Wright,GSW,SF,2012,0,26.0,4.8,0.36,0.5,0.816,1.6,10.3,0.553,0.555,0.186,9.6,8.8,1.8,1.2,17.3,-0.7,0.9,1.2,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
Drew Gooden,MIL,C,2012,0,30.0,1.0,0.291,0.45,0.846,2.0,13.7,0.512,0.084,0.317,13.6,16.5,1.6,1.7,25.7,-0.6,1.0,1.1,-0.5,0.3,93.7,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,0,0
Dwight Howard,ORL,C,2012,1,26.0,0.1,0.0,0.579,0.491,2.9,20.6,0.569,0.01,0.788,21.9,9.8,2.1,4.4,26.1,2.0,4.3,3.3,-0.33,0.9,89.0,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,0,0
Dwyane Wade,MIA,SG,2012,3,30.0,1.1,0.268,0.513,0.791,2.2,22.1,0.559,0.067,0.355,8.7,27.3,2.7,3.1,31.3,1.9,7.9,4.0,-0.27,6.4,91.2,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,0,0
E'Twaun Moore,BOS,PG,2012,0,22.0,1.2,0.378,0.382,1.0,0.9,2.9,0.474,0.398,0.062,5.9,17.0,1.8,0.7,19.9,0.9,-2.4,0.0,-0.26,2.8,90.4,0.496,14.7,19.7,0.2,0.452,14.9,72.4,0.216,0,0
Earl Barron,GSW,C,2012,0,30.0,0.0,0.0,0.5,0.0,2.5,2.0,0.5,0.0,0.0,6.3,0.0,0.0,0.0,20.5,-4.8,-16.3,0.0,0.62,-3.7,92.3,0.505,13.3,22.9,0.175,0.496,13.6,69.1,0.237,0,0
Earl Boykins,HOU,PG,2012,0,35.0,1.1,0.222,0.37,0.867,0.6,4.9,0.458,0.25,0.417,5.7,23.0,0.5,0.0,20.3,-1.9,-4.0,-0.1,0.35,0.3,91.7,0.492,13.5,27.5,0.184,0.49,13.8,73.4,0.21,0,0
Earl Clark,ORL,PF,2012,0,24.0,0.0,0.0,0.367,0.724,1.6,2.7,0.405,0.0,0.209,12.8,5.2,1.2,4.5,14.8,0.7,-4.9,-0.4,-0.33,0.9,89.0,0.506,14.5,26.5,0.193,0.488,12.9,75.5,0.19,0,0
Earl Watson,UTA,PG,2012,0,32.0,1.0,0.192,0.407,0.674,2.1,3.0,0.413,0.325,0.288,6.7,28.9,2.7,1.7,11.5,1.2,-1.4,0.2,0.3,0.7,91.4,0.481,13.0,30.2,0.227,0.493,13.8,73.8,0.245,0,0
Ed Davis,TOR,PF,2012,0,22.0,0.0,0.0,0.515,0.67,2.4,6.3,0.544,0.003,0.316,16.7,6.5,1.4,3.4,13.8,0.8,-0.3,0.7,-0.36,-3.7,89.3,0.475,14.8,25.9,0.211,0.475,12.8,75.4,0.26,0,0
Eddy Curry,MIA,C,2012,0,29.0,0.0,0.0,0.462,0.75,1.2,2.1,0.508,0.0,0.308,8.6,1.9,0.0,2.0,22.1,-2.3,-11.8,-0.2,-0.27,6.4,91.2,0.505,14.5,26.6,0.238,0.479,15.8,73.9,0.2,0,0
